INDV,O(HOM),E(HOM),N_SITES,F,POP
NS.1789.002.UDP0116_i7---UDP0116_i5.SMB_10.realigned.bam,60534,48680.7,68333,0.60315,St Marys Bay
NS.1789.002.UDP0117_i7---UDP0117_i5.SMB_11.realigned.bam,5285847,5776601.5,7960193,-0.22475,St Marys Bay
NS.1789.002.UDP0118_i7---UDP0118_i5.SMB_12.realigned.bam,5256369,5795801.6,7987070,-0.24617,St Marys Bay
NS.1789.002.UDP0119_i7---UDP0119_i5.SMB_13.realigned.bam,5080675,6017107.6,8284571,-0.41299,St Marys Bay
NS.1789.002.UDP0120_i7---UDP0120_i5.SMB_14.realigned.bam,5296991,5742190.4,7914210,-0.20497,St Marys Bay
NS.1789.002.UDP0121_i7---UDP0121_i5.SMB_15.realigned.bam,1793012,1544043.1,2161746,0.40306,St Marys Bay
NS.1789.002.UDP0122_i7---UDP0122_i5.SMB_16.realigned.bam,2325461,2028655.4,2834537,0.3683,St Marys Bay
NS.1789.002.UDP0123_i7---UDP0123_i5.SMB_17.realigned.bam,1067178,905807.7,1272940,0.43954,St Marys Bay
NS.1789.002.UDP0124_i7---UDP0124_i5.SMB_18.realigned.bam,115,91.6,128,0.6433,St Marys Bay
NS.1789.002.UDP0125_i7---UDP0125_i5.SMB_19.realigned.bam,5186788,5878440.6,8098025,-0.31161,St Marys Bay
NS.1789.002.UDP0126_i7---UDP0126_i5.SMB_20.realigned.bam,5202738,5962734.9,8211730,-0.33793,St Marys Bay
NS.1789.002.UDP0127_i7---UDP0127_i5.SMB_21.realigned.bam,4975007,6040575.3,8316206,-0.46825,St Marys Bay
NS.1789.002.UDP0128_i7---UDP0128_i5.SMB_22.realigned.bam,5092887,5993379.9,8252925,-0.39853,St Marys Bay
NS.1789.002.UDP0129_i7---UDP0129_i5.SMB_23.realigned.bam,5256573,5576758.4,7691602,-0.1514,St Marys Bay
NS.1789.002.UDP0130_i7---UDP0130_i5.SMB_24.realigned.bam,5224796,5620508.1,7750570,-0.18577,St Marys Bay
NS.1789.002.UDP0131_i7---UDP0131_i5.SMB_25.realigned.bam,180098,149689.8,211065,0.49545,St Marys Bay
NS.1789.002.UDP0132_i7---UDP0132_i5.SMB_26.realigned.bam,5256882,5761687.5,7941591,-0.23157,St Marys Bay
NS.1789.002.UDP0134_i7---UDP0134_i5.SMB_28.realigned.bam,5264719,5650973.8,7792015,-0.18041,St Marys Bay
NS.1789.002.UDP0135_i7---UDP0135_i5.SMB_29.realigned.bam,4948272,6061265.1,8344042,-0.48756,St Marys Bay
NS.1789.002.UDP0136_i7---UDP0136_i5.SMB_30.realigned.bam,5213053,5908817.4,8139532,-0.3119,St Marys Bay
NS.1789.002.UDP0137_i7---UDP0137_i5.SMB_31.realigned.bam,5302479,5777548.4,7962358,-0.21744,St Marys Bay
NS.1789.002.UDP0138_i7---UDP0138_i5.SMB_32.realigned.bam,5166251,5876650.6,8095912,-0.32011,St Marys Bay
NS.1789.002.UDP0139_i7---UDP0139_i5.SMB_33.realigned.bam,1240707,1059411.8,1487309,0.42369,St Marys Bay
NS.1789.002.UDP0140_i7---UDP0140_i5.SMB_34.realigned.bam,5253194,5557327.7,7665299,-0.14428,St Marys Bay
NS.1789.002.UDP0141_i7---UDP0141_i5.SMB_35.realigned.bam,5162984,5930458.8,8168603,-0.34291,St Marys Bay
NS.1789.002.UDP0142_i7---UDP0142_i5.FB_1.realigned.bam,5111462,5915718.1,8148632,-0.36018,Fortune Bay
NS.1789.002.UDP0143_i7---UDP0143_i5.FB_2.realigned.bam,5084679,5978781.6,8233231,-0.39659,Fortune Bay
NS.1789.002.UDP0144_i7---UDP0144_i5.FB_3.realigned.bam,5168434,5808439.9,8004631,-0.29142,Fortune Bay
NS.1789.002.UDP0145_i7---UDP0145_i5.FB_4.realigned.bam,5101762,5972427.8,8224701,-0.38657,Fortune Bay
NS.1789.002.UDP0146_i7---UDP0146_i5.FB_5.realigned.bam,5062133,5978694.7,8233367,-0.40652,Fortune Bay
NS.1789.002.UDP0147_i7---UDP0147_i5.FB_6.realigned.bam,5183974,5816490.9,8015448,-0.28764,Fortune Bay
NS.1789.002.UDP0148_i7---UDP0148_i5.FB_7.realigned.bam,5168414,5916466,8149870,-0.33494,Fortune Bay
NS.1789.002.UDP0149_i7---UDP0149_i5.FB_8.realigned.bam,5012853,6025047.4,8295538,-0.4458,Fortune Bay
NS.1789.002.UDP0150_i7---UDP0150_i5.FB_9.realigned.bam,5189611,5911542.5,8143210,-0.32349,Fortune Bay
NS.1789.002.UDP0151_i7---UDP0151_i5.FB_10.realigned.bam,4906875,6056830.5,8338045,-0.5041,Fortune Bay
NS.1789.002.UDP0152_i7---UDP0152_i5.FB_11.realigned.bam,5158751,5952008,8197510,-0.35326,Fortune Bay
NS.1789.002.UDP0153_i7---UDP0153_i5.FB_12.realigned.bam,5230952,5657905.2,7801573,-0.19917,Fortune Bay
NS.1789.002.UDP0154_i7---UDP0154_i5.FB_13.realigned.bam,5142629,5891758.4,8116674,-0.3367,Fortune Bay
NS.1789.002.UDP0155_i7---UDP0155_i5.FB_14.realigned.bam,5108957,6001679.7,8263878,-0.39463,Fortune Bay
NS.1789.002.UDP0156_i7---UDP0156_i5.FB_15.realigned.bam,5240396,5759686.9,7938573,-0.23833,Fortune Bay
NS.1789.002.UDP0157_i7---UDP0157_i5.FB_16.realigned.bam,5150681,5909157,8139942,-0.34,Fortune Bay
NS.1789.002.UDP0158_i7---UDP0158_i5.FB_17.realigned.bam,5192664,5895118.3,8121453,-0.31552,Fortune Bay
NS.1789.002.UDP0159_i7---UDP0159_i5.FB_18.realigned.bam,5202623,5852968,8064359,-0.29409,Fortune Bay
NS.1789.002.UDP0160_i7---UDP0160_i5.FB_19.realigned.bam,5198333,5926636.3,8163161,-0.32564,Fortune Bay
NS.1789.002.UDP0161_i7---UDP0161_i5.FB_20.realigned.bam,5235016,5734574.9,7904945,-0.23017,Fortune Bay
NS.1789.002.UDP0162_i7---UDP0162_i5.FB_21.realigned.bam,5255232,5779680.7,7965443,-0.23994,Fortune Bay
NS.1789.002.UDP0163_i7---UDP0163_i5.FB_22.realigned.bam,5143950,5969474.6,8220892,-0.36667,Fortune Bay
NS.1789.002.UDP0164_i7---UDP0164_i5.FB_23.realigned.bam,5230350,5597259.1,7719621,-0.17288,Fortune Bay
NS.1789.002.UDP0165_i7---UDP0165_i5.FB_24.realigned.bam,5178460,5454603.9,7527308,-0.13323,Fortune Bay
NS.1789.002.UDP0166_i7---UDP0166_i5.FB_25.realigned.bam,5219429,5950028.7,8194221,-0.32555,Fortune Bay
NS.1789.002.UDP0167_i7---UDP0167_i5.FB_26.realigned.bam,5279293,5804344.5,7997462,-0.23941,Fortune Bay
NS.1789.002.UDP0168_i7---UDP0168_i5.FB_27.realigned.bam,5009884,5045469.1,6971472,-0.01848,Fortune Bay
NS.1789.002.UDP0169_i7---UDP0169_i5.FB_28.realigned.bam,5235293,5766479.8,7947932,-0.2435,Fortune Bay
NS.1789.002.UDP0170_i7---UDP0170_i5.FB_29.realigned.bam,5114223,5919855,8154201,-0.36057,Fortune Bay
NS.1789.002.UDP0171_i7---UDP0171_i5.FB_30.realigned.bam,5275815,5678966.1,7829699,-0.18745,Fortune Bay
NS.1789.002.UDP0172_i7---UDP0172_i5.FB_31.realigned.bam,5263489,5784232.8,7971424,-0.23809,Fortune Bay
NS.1789.002.UDP0173_i7---UDP0173_i5.FB_32.realigned.bam,5242299,5761846.3,7941211,-0.23839,Fortune Bay
NS.1789.002.UDP0174_i7---UDP0174_i5.FB_33.realigned.bam,5208959,5843478,8051423,-0.28738,Fortune Bay
NS.1789.002.UDP0175_i7---UDP0175_i5.FB_34.realigned.bam,5253818,5737557.2,7908633,-0.22281,Fortune Bay
NS.1789.002.UDP0176_i7---UDP0176_i5.FB_35.realigned.bam,5258655,5634828.8,7770390,-0.17615,Fortune Bay
NS.1789.002.UDP0177_i7---UDP0177_i5.TB_1.realigned.bam,5210734,5523027.7,7619230,-0.14898,Trinity Bay
NS.1789.002.UDP0178_i7---UDP0178_i5.TB_2.realigned.bam,5251408,5504865.7,7593602,-0.12134,Trinity Bay
NS.1789.002.UDP0179_i7---UDP0179_i5.TB_3.realigned.bam,2689375,2400061.4,3346223,0.30578,Trinity Bay
NS.1789.002.UDP0180_i7---UDP0180_i5.TB_4.realigned.bam,5303162,5733188.9,7902304,-0.19825,Trinity Bay
NS.1789.002.UDP0181_i7---UDP0181_i5.TB_5.realigned.bam,5160713,5901275.2,8129519,-0.33235,Trinity Bay
NS.1789.002.UDP0182_i7---UDP0182_i5.TB_6.realigned.bam,5221558,5816367.1,8015236,-0.27051,Trinity Bay
NS.1789.002.UDP0183_i7---UDP0183_i5.TB_7.realigned.bam,5256719,5732979,7902467,-0.21953,Trinity Bay
NS.1789.002.UDP0184_i7---UDP0184_i5.TB_8.realigned.bam,5214731,5822673.5,8023552,-0.27623,Trinity Bay
NS.1789.002.UDP0185_i7---UDP0185_i5.TB_9.realigned.bam,4981924,5018224.1,6937225,-0.01892,Trinity Bay
NS.1789.002.UDP0186_i7---UDP0186_i5.TB_10.realigned.bam,5197557,5796101.5,7987777,-0.2731,Trinity Bay
NS.1789.002.UDP0187_i7---UDP0187_i5.TB_11.realigned.bam,5167504,5888291,8111718,-0.32418,Trinity Bay
NS.1789.002.UDP0188_i7---UDP0188_i5.TB_12.realigned.bam,5196672,5897757.1,8124242,-0.31488,Trinity Bay
NS.1789.002.UDP0189_i7---UDP0189_i5.TB_13.realigned.bam,5170127,5542685.7,7646510,-0.17709,Trinity Bay
NS.1789.002.UDP0190_i7---UDP0190_i5.TB_14.realigned.bam,4455966,4275579.3,5922919,0.1095,Trinity Bay
NS.1789.002.UDP0191_i7---UDP0191_i5.TB_15.realigned.bam,5168180,5531927.1,7632374,-0.17318,Trinity Bay
NS.1792.004.UDP0002_i7---UDP0002_i5.WCB_F_57.realigned.bam,5268653,5693148.2,7848533,-0.19695,WCB Female
NS.1792.004.UDP0003_i7---UDP0003_i5.WCB_F_58.realigned.bam,5274238,5765404.4,7946134,-0.22523,WCB Female
NS.1792.004.UDP0004_i7---UDP0004_i5.WCB_F_59.realigned.bam,5088087,5217740.4,7206739,-0.06519,WCB Female
NS.1792.004.UDP0005_i7---UDP0005_i5.WCB_F_60.realigned.bam,5218179,5538965.4,7640837,-0.15262,WCB Female
NS.1792.004.UDP0006_i7---UDP0006_i5.WCB_F_61.realigned.bam,5034171,5140537.3,7102181,-0.05422,WCB Female
NS.1792.004.UDP0007_i7---UDP0007_i5.WCB_F_62.realigned.bam,5287901,5700070.4,7857797,-0.19102,WCB Female
NS.1792.004.UDP0008_i7---UDP0008_i5.WCB_F_63.realigned.bam,5239092,5753556.5,7930079,-0.23637,WCB Female
NS.1792.004.UDP0087_i7---UDP0087_i5.WCB_F_56.realigned.bam,5236347,5712400.5,7874779,-0.22015,WCB Female
NS.1792.004.UDP0193_i7---UDP0193_i5.BB_1.realigned.bam,5223890,5747948.4,7922320,-0.24102,Bradelle Bank
NS.1792.004.UDP0194_i7---UDP0194_i5.BB_2.realigned.bam,5207347,5671024.3,7818706,-0.2159,Bradelle Bank
NS.1792.004.UDP0195_i7---UDP0195_i5.BB_3.realigned.bam,5227231,5642904.1,7780495,-0.19446,Bradelle Bank
NS.1792.004.UDP0196_i7---UDP0196_i5.BB_4.realigned.bam,5249585,5745028.9,7918311,-0.22797,Bradelle Bank
NS.1792.004.UDP0197_i7---UDP0197_i5.BB_5.realigned.bam,5248400,5832871.3,8036796,-0.2652,Bradelle Bank
NS.1792.004.UDP0198_i7---UDP0198_i5.BB_6.realigned.bam,5250467,5756538.6,7934051,-0.23241,Bradelle Bank
NS.1792.004.UDP0199_i7---UDP0199_i5.BB_7.realigned.bam,4909559,6055459.5,8336170,-0.50243,Bradelle Bank
NS.1792.004.UDP0200_i7---UDP0200_i5.BB_8.realigned.bam,5200214,5564991.7,7675897,-0.17281,Bradelle Bank
NS.1792.004.UDP0201_i7---UDP0201_i5.BB_9.realigned.bam,5208864,5917110,8150278,-0.31715,Bradelle Bank
NS.1792.004.UDP0202_i7---UDP0202_i5.BB_10.realigned.bam,5165909,5874640.8,8093188,-0.31946,Bradelle Bank
NS.1792.004.UDP0203_i7---UDP0203_i5.BB_11.realigned.bam,5215655,5765447.7,7945640,-0.25218,Bradelle Bank
NS.1792.004.UDP0204_i7---UDP0204_i5.BB_12.realigned.bam,5185630,5916661.7,8149742,-0.32736,Bradelle Bank
NS.1792.004.UDP0205_i7---UDP0205_i5.BB_13.realigned.bam,5233395,5841643.1,8048673,-0.2756,Bradelle Bank
NS.1792.004.UDP0206_i7---UDP0206_i5.BB_14.realigned.bam,5275977,5698881.6,7856228,-0.19603,Bradelle Bank
NS.1792.004.UDP0207_i7---UDP0207_i5.BB_15.realigned.bam,5261156,5748878,7923288,-0.2243,Bradelle Bank
NS.1792.004.UDP0208_i7---UDP0208_i5.BB_16.realigned.bam,5077151,5115038.1,7066213,-0.01942,Bradelle Bank
NS.1792.004.UDP0209_i7---UDP0209_i5.BB_17.realigned.bam,5034602,6018438.4,8286601,-0.43376,Bradelle Bank
NS.1792.004.UDP0210_i7---UDP0210_i5.BB_18.realigned.bam,5216644,5601370.2,7724519,-0.18121,Bradelle Bank
NS.1792.004.UDP0211_i7---UDP0211_i5.BB_19.realigned.bam,482702,405175.2,570786,0.46813,Bradelle Bank
NS.1792.004.UDP0212_i7---UDP0212_i5.BB_20.realigned.bam,5287833,5805562.4,7999791,-0.23595,Bradelle Bank
NS.1792.004.UDP0213_i7---UDP0213_i5.BB_21.realigned.bam,5265527,5620639.1,7750277,-0.16675,Bradelle Bank
NS.1792.004.UDP0214_i7---UDP0214_i5.BB_22.realigned.bam,5265331,5758553.7,7936643,-0.22645,Bradelle Bank
NS.1792.004.UDP0215_i7---UDP0215_i5.BB_23.realigned.bam,5237222,5914327.4,8146600,-0.30333,Bradelle Bank
NS.1792.004.UDP0216_i7---UDP0216_i5.BB_24.realigned.bam,5093211,5991929.8,8250993,-0.39783,Bradelle Bank
NS.1792.004.UDP0217_i7---UDP0217_i5.BB_25.realigned.bam,5257636,5821087.2,8021195,-0.2561,Bradelle Bank
NS.1792.004.UDP0218_i7---UDP0218_i5.BB_26.realigned.bam,5202706,5932638.8,8171507,-0.32603,Bradelle Bank
NS.1792.004.UDP0219_i7---UDP0219_i5.BB_27.realigned.bam,5195064,5470793.8,7548284,-0.13272,Bradelle Bank
NS.1792.004.UDP0220_i7---UDP0220_i5.BB_28.realigned.bam,5270544,5664261.7,7809893,-0.1835,Bradelle Bank
NS.1792.004.UDP0221_i7---UDP0221_i5.BB_29.realigned.bam,5119426,5216852.5,7203676,-0.04904,Bradelle Bank
NS.1792.004.UDP0222_i7---UDP0222_i5.BB_30.realigned.bam,5290176,5756213,7933863,-0.21401,Bradelle Bank
NS.1792.004.UDP0223_i7---UDP0223_i5.BB_31.realigned.bam,5280775,5567125,7677963,-0.13566,Bradelle Bank
NS.1792.004.UDP0224_i7---UDP0224_i5.BB_32.realigned.bam,5214529,5913405.2,8145247,-0.31314,Bradelle Bank
NS.1792.004.UDP0225_i7---UDP0225_i5.BB_33.realigned.bam,5250769,5776041,7960311,-0.24048,Bradelle Bank
NS.1792.004.UDP0226_i7---UDP0226_i5.BB_34.realigned.bam,5221013,5669837.6,7817369,-0.209,Bradelle Bank
NS.1792.004.UDP0227_i7---UDP0227_i5.BB_35.realigned.bam,5212110,5400267.9,7452527,-0.09168,Bradelle Bank
NS.1792.004.UDP0228_i7---UDP0228_i5.BB_36.realigned.bam,5258180,5761933.6,7941521,-0.23112,Bradelle Bank
NS.1792.004.UDP0229_i7---UDP0229_i5.BB_37.realigned.bam,5289708,5706950.5,7867191,-0.19315,Bradelle Bank
NS.1792.004.UDP0230_i7---UDP0230_i5.BB_38.realigned.bam,5260399,5843011.2,8050829,-0.26389,Bradelle Bank
NS.1792.004.UDP0231_i7---UDP0231_i5.BB_39.realigned.bam,4922229,6057440.6,8338956,-0.49757,Bradelle Bank
NS.1792.004.UDP0232_i7---UDP0232_i5.BB_40.realigned.bam,5083197,6009100.1,8274035,-0.4088,Bradelle Bank
NS.1792.004.UDP0233_i7---UDP0233_i5.BB_41.realigned.bam,5260228,5868152.5,8084093,-0.27434,Bradelle Bank
NS.1792.004.UDP0234_i7---UDP0234_i5.BB_42.realigned.bam,5239184,5857547.9,8069799,-0.27952,Bradelle Bank
NS.1792.004.UDP0235_i7---UDP0235_i5.BB_43.realigned.bam,5250700,5782553,7969081,-0.24324,Bradelle Bank
NS.1792.004.UDP0236_i7---UDP0236_i5.BB_44.realigned.bam,4235149,3988050,5528116,0.16045,Bradelle Bank
NS.1792.004.UDP0237_i7---UDP0237_i5.BB_45.realigned.bam,5264441,5817327.8,8015762,-0.25149,Bradelle Bank
NS.1792.004.UDP0238_i7---UDP0238_i5.BB_46.realigned.bam,5255502,5474154.9,7552624,-0.1052,Bradelle Bank
NS.1792.004.UDP0239_i7---UDP0239_i5.BB_47.realigned.bam,3227905,2913981.9,4054791,0.27518,Bradelle Bank
NS.1792.004.UDP0240_i7---UDP0240_i5.BB_48.realigned.bam,1964217,1694124.8,2370232,0.39948,Bradelle Bank
NS.1792.004.UDP0289_i7---UDP0289_i5.3N_17.realigned.bam,5267934,5776710,7961070,-0.23292,CMA 3N200
NS.1792.004.UDP0290_i7---UDP0290_i5.3N_18.realigned.bam,5208794,5848698.9,8058181,-0.28962,CMA 3N200
NS.1792.004.UDP0291_i7---UDP0291_i5.3N_19.realigned.bam,5198933,5901000.4,8128993,-0.31511,CMA 3N200
NS.1792.004.UDP0292_i7---UDP0292_i5.3N_20.realigned.bam,5235158,5874219.1,8092492,-0.28809,CMA 3N200
NS.1792.004.UDP0293_i7---UDP0293_i5.3N_21.realigned.bam,1644786,1406297.2,1965655,0.42636,CMA 3N200
NS.1792.004.UDP0294_i7---UDP0294_i5.3N_22.realigned.bam,5220432,5894566,8120142,-0.3029,CMA 3N200
NS.1792.004.UDP0295_i7---UDP0295_i5.3N_23.realigned.bam,5141793,5986813.2,8243982,-0.37437,CMA 3N200
NS.1792.004.UDP0296_i7---UDP0296_i5.3N_24.realigned.bam,5328118,5726489.1,7892456,-0.18392,CMA 3N200
NS.1792.004.UDP0297_i7---UDP0297_i5.3N_25.realigned.bam,5273385,5752635.6,7928965,-0.22021,CMA 3N200
NS.1792.004.UDP0298_i7---UDP0298_i5.3N_26.realigned.bam,5264559,5620249.5,7750099,-0.167,CMA 3N200
NS.1792.004.UDP0299_i7---UDP0299_i5.3N_27.realigned.bam,5287967,5737733.5,7907690,-0.20727,CMA 3N200
NS.1792.004.UDP0300_i7---UDP0300_i5.3N_28.realigned.bam,3312643,3001562.8,4172944,0.26557,CMA 3N200
NS.1792.004.UDP0301_i7---UDP0301_i5.3N_29.realigned.bam,5175977,5287284.3,7298664,-0.05534,CMA 3N200
NS.1792.004.UDP0302_i7---UDP0302_i5.3N_30.realigned.bam,5244144,5503709.6,7591958,-0.1243,CMA 3N200
NS.1792.004.UDP0303_i7---UDP0303_i5.3N_31.realigned.bam,5072229,5154567.8,7119478,-0.0419,CMA 3N200
NS.1792.004.UDP0304_i7---UDP0304_i5.3N_32.realigned.bam,5224048,5616229.4,7745253,-0.18421,CMA 3N200
NS.1792.004.UDP0305_i7---UDP0305_i5.3N33.realigned.bam,5064358,5079055.1,7016179,-0.00759,CMA 3N200
NS.1792.004.UDP0370_i7---UDP0370_i5.T42.realigned.bam,4993821,5971432.4,8223699,-0.43406,CMA N5440
NS.1792.004.UDP0371_i7---UDP0371_i5.T32.realigned.bam,4941688,6033246.5,8306178,-0.48024,CMA N5440
NS.1792.004.UDP0372_i7---UDP0372_i5.T1.realigned.bam,5137706,5978763,8233302,-0.37305,CMA N5440
NS.1792.004.UDP0375_i7---UDP0375_i5.SMB_27.realigned.bam,5245186,5650168.2,7790030,-0.18926,St Marys Bay
NS.1792.004.UDP0377_i7---UDP0377_i5.T26.realigned.bam,5233742,5925327.7,8161431,-0.30928,CMA N5440
NS.1792.004.UDP0378_i7---UDP0378_i5.T9.realigned.bam,5240304,5879969.3,8099983,-0.28814,CMA N5440
NS.1792.004.UDP0379_i7---UDP0379_i5.T19.realigned.bam,5097512,6013535.2,8279843,-0.40419,CMA N5440
NS.1792.004.UDP0380_i7---UDP0380_i5.T22.realigned.bam,5140746,5947378.4,8191070,-0.35951,CMA N5440
NS.1792.004.UDP0381_i7---UDP0381_i5.T28.realigned.bam,4929456,6055562.6,8336436,-0.49372,CMA N5440
NS.1792.004.UDP0382_i7---UDP0382_i5.T24.realigned.bam,5033724,6023352.2,8293132,-0.436,CMA N5440
NS.1792.004.UDP0383_i7---UDP0383_i5.T35.realigned.bam,5191701,5926126.6,8162665,-0.32838,CMA N5440
NS.1792.004.UDP0384_i7---UDP0384_i5.T38.realigned.bam,5230789,5573383,7687332,-0.16206,CMA N5440
NS.1794.002.UDP0010_i7---UDP0010_i5.WCB_F_65.realigned.bam,4945506,4961924.2,6860236,-0.00865,WCB Female
NS.1794.002.UDP0011_i7---UDP0011_i5.WCB_F_66.realigned.bam,4491508,4317087.8,5982945,0.1047,WCB Female
NS.1794.002.UDP0012_i7---UDP0012_i5.WCB_F_67.realigned.bam,4817134,4746467.5,6567159,0.03881,WCB Female
NS.1794.002.UDP0013_i7---UDP0013_i5.WCB_F_68.realigned.bam,2701743,2403686.7,3354003,0.31364,WCB Female
NS.1794.002.UDP0014_i7---UDP0014_i5.WCB_F_69.realigned.bam,4618553,4479330.9,6203252,0.08076,WCB Female
NS.1794.002.UDP0015_i7---UDP0015_i5.WCB_F_70.realigned.bam,151716,123976.7,175156,0.542,WCB Female
NS.1794.002.UDP0088_i7---UDP0088_i5.WCB_F_64.realigned.bam,4829839,4744114.3,6562513,0.04714,WCB Female
NS.1794.002.UDP0097_i7---UDP0097_i5.TB_016.realigned.bam,4963006,5005467.2,6919256,-0.02219,Trinity Bay
NS.1794.002.UDP0098_i7---UDP0098_i5.TB_017.realigned.bam,5024947,5206448.1,7191857,-0.09142,Trinity Bay
NS.1794.002.UDP0099_i7---UDP0099_i5.TB_018.realigned.bam,4773727,4707543.1,6514329,0.03663,Trinity Bay
NS.1794.002.UDP0100_i7---UDP0100_i5.TB_019.realigned.bam,4918143,4913232,6793501,0.00261,Trinity Bay
NS.1794.002.UDP0101_i7---UDP0101_i5.TB_020.realigned.bam,5024177,5186975,7164734,-0.08231,Trinity Bay
NS.1794.002.UDP0102_i7---UDP0102_i5.TB_021.realigned.bam,4841361,4804456.4,6645540,0.02005,Trinity Bay
NS.1794.002.UDP0103_i7---UDP0103_i5.TB_022.realigned.bam,5088878,5245776.1,7244828,-0.07849,Trinity Bay
NS.1794.002.UDP0104_i7---UDP0104_i5.TB_023.realigned.bam,4911554,4896111.1,6770378,0.00824,Trinity Bay
NS.1794.002.UDP0105_i7---UDP0105_i5.TB_024.realigned.bam,5211432,5490843.2,7575718,-0.13402,Trinity Bay
NS.1794.002.UDP0106_i7---UDP0106_i5.TB_025.realigned.bam,4667737,4577371.5,6336890,0.05136,Trinity Bay
NS.1794.002.UDP0107_i7---UDP0107_i5.TB_026.realigned.bam,5187791,5480962.6,7561862,-0.14089,Trinity Bay
NS.1794.002.UDP0108_i7---UDP0108_i5.TB_027.realigned.bam,5138011,5397194.7,7449862,-0.12627,Trinity Bay
NS.1794.002.UDP0109_i7---UDP0109_i5.TB_028.realigned.bam,4931060,5046122.2,6973526,-0.0597,Trinity Bay
NS.1794.002.UDP0110_i7---UDP0110_i5.TB_029.realigned.bam,4925496,4930601.2,6817271,-0.00271,Trinity Bay
NS.1794.002.UDP0111_i7---UDP0111_i5.TB_030.realigned.bam,4943432,5021768.3,6940751,-0.04082,Trinity Bay
NS.1794.002.UDP0112_i7---UDP0112_i5.TB_031.realigned.bam,5153678,5645032.3,7783973,-0.22972,Trinity Bay
NS.1794.002.UDP0113_i7---UDP0113_i5.TB_032.realigned.bam,5194018,5427052.3,7488798,-0.11303,Trinity Bay
NS.1794.002.UDP0114_i7---UDP0114_i5.TB_033.realigned.bam,5188019,5593237.5,7713930,-0.19108,Trinity Bay
NS.1794.002.UDP0115_i7---UDP0115_i5.TB_034.realigned.bam,5189558,5510099.4,7601876,-0.15324,Trinity Bay
NS.1794.002.UDP0116_i7---UDP0116_i5.TB_035.realigned.bam,5042829,5984342.2,8240915,-0.41723,Trinity Bay
NS.1794.002.UDP0117_i7---UDP0117_i5.NENS_1.realigned.bam,5152838,5334189.8,7364129,-0.08934,Northeast NS
NS.1794.002.UDP0118_i7---UDP0118_i5.NENS_2.realigned.bam,4554548,4403857,6100549,0.08881,Northeast NS
NS.1794.002.UDP0119_i7---UDP0119_i5.NENS_3.realigned.bam,5233593,5790265.5,7979782,-0.25424,Northeast NS
NS.1794.002.UDP0120_i7---UDP0120_i5.NENS_4.realigned.bam,4842840,4830943,6681773,0.00643,Northeast NS
NS.1794.002.UDP0122_i7---UDP0122_i5.NENS_6.realigned.bam,5152060,5493178.3,7579721,-0.16348,Northeast NS
NS.1794.002.UDP0123_i7---UDP0123_i5.NENS_7.realigned.bam,5021011,5128611,7086898,-0.05495,Northeast NS
NS.1794.002.UDP0124_i7---UDP0124_i5.NENS_8.realigned.bam,5217994,5648497,7788973,-0.20112,Northeast NS
NS.1794.002.UDP0125_i7---UDP0125_i5.NENS_9.realigned.bam,4804098,4765232.3,6593004,0.02126,Northeast NS
NS.1794.002.UDP0126_i7---UDP0126_i5.NENS_10.realigned.bam,4527379,4373605.8,6059491,0.09121,Northeast NS
NS.1794.002.UDP0127_i7---UDP0127_i5.NENS_11.realigned.bam,5200433,5622705,7754148,-0.19812,Northeast NS
NS.1794.002.UDP0128_i7---UDP0128_i5.NENS_12.realigned.bam,5106532,5237478.7,7233540,-0.0656,Northeast NS
NS.1794.002.UDP0129_i7---UDP0129_i5.NENS_13.realigned.bam,3260579,2958646,4121394,0.25967,Northeast NS
NS.1794.002.UDP0130_i7---UDP0130_i5.NENS_14.realigned.bam,4189530,3968559.6,5507767,0.14356,Northeast NS
NS.1794.002.UDP0131_i7---UDP0131_i5.NENS_15.realigned.bam,4825368,4799313.7,6640156,0.01415,Northeast NS
NS.1794.002.UDP0132_i7---UDP0132_i5.NENS_16.realigned.bam,5180618,5448055.3,7519151,-0.12913,Northeast NS
NS.1794.002.UDP0133_i7---UDP0133_i5.NENS_17.realigned.bam,3978192,3721787.6,5168936,0.17718,Northeast NS
NS.1794.002.UDP0134_i7---UDP0134_i5.NENS_18.realigned.bam,4592783,4459262.4,6177469,0.07771,Northeast NS
NS.1794.002.UDP0135_i7---UDP0135_i5.NENS_19.realigned.bam,5147477,5351725.5,7387969,-0.10031,Northeast NS
NS.1794.002.UDP0136_i7---UDP0136_i5.NENS_20.realigned.bam,5128442,5290777.4,7305168,-0.08059,Northeast NS
NS.1794.002.UDP0137_i7---UDP0137_i5.NENS_21.realigned.bam,4930681,4936621.3,6825396,-0.00315,Northeast NS
NS.1794.002.UDP0138_i7---UDP0138_i5.NENS_22.realigned.bam,4274382,4069252,5645067,0.13017,Northeast NS
NS.1794.002.UDP0139_i7---UDP0139_i5.NENS_23.realigned.bam,4470509,4312089.2,5976355,0.09519,Northeast NS
NS.1794.002.UDP0140_i7---UDP0140_i5.NENS_24.realigned.bam,4835885,4811262.1,6656284,0.01335,Northeast NS
NS.1794.002.UDP0141_i7---UDP0141_i5.NENS_25.realigned.bam,4772085,4711984.7,6520303,0.03324,Northeast NS
NS.1794.002.UDP0142_i7---UDP0142_i5.NENS_26.realigned.bam,4352620,4152854.4,5758453,0.12442,Northeast NS
